"","...1","Video_name","Class","measure","value","vid_name_long","vid_location","year","river","transect","location","frame_rate","total_frames","video_length","number_of_splits","rand_order","EDA","notes","Mobility","Schooling","Schooling_3_groups","Mobility_3_groups","...6","...7","...8","value_tol"
"162",7215,"2017_Sandy_Billabong_2017_Transect_4_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 1/","2017","Sandy","Transect 4","Location 1",50,275941,91.98033333,23,0.478298156,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"163",7255,"2017_Sandy_Billabong_2017_Transect_4_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 10/","2017","Sandy","Transect 4","Location 10",50,277556,92.51866667,24,0.269342927,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"164",7295,"2017_Sandy_Billabong_2017_Transect_4_Location_2","Leiopotherapon unicolor","AvgN",0.00892857142857143,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 2/","2017","Sandy","Transect 4","Location 2",50,277001,92.33366667,24,0.756679278,"no",NA,"high","high","medium","medium",NA,NA,NA,0.0133928571428571
"165",7335,"2017_Sandy_Billabong_2017_Transect_4_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 3/","2017","Sandy","Transect 4","Location 3",50,270266,90.08866667,23,0.595840173,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"166",7375,"2017_Sandy_Billabong_2017_Transect_4_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 4/","2017","Sandy","Transect 4","Location 4",50,268773,89.591,23,0.842816273,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"167",7415,"2017_Sandy_Billabong_2017_Transect_4_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 5/","2017","Sandy","Transect 4","Location 5",50,271898,90.63266667,23,0.630478291,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"168",7455,"2017_Sandy_Billabong_2017_Transect_4_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 6/","2017","Sandy","Transect 4","Location 6",50,270814,90.27133333,23,0.002066179,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"169",7495,"2017_Sandy_Billabong_2017_Transect_4_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 7/","2017","Sandy","Transect 4","Location 7",50,274625,91.54166667,23,0.839934375,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"170",7535,"2017_Sandy_Billabong_2017_Transect_4_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 8/","2017","Sandy","Transect 4","Location 8",50,274091,91.36366667,23,0.106148876,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"171",7575,"2017_Sandy_Billabong_2017_Transect_4_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 4_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 4/Location 9/","2017","Sandy","Transect 4","Location 9",50,270804,90.268,23,0.808708984,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"172",7615,"2017_Sandy_Billabong_2017_Transect_5_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 1/","2017","Sandy","Transect 5","Location 1",50,290407,96.80233333,25,0.357089654,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"173",7655,"2017_Sandy_Billabong_2017_Transect_5_Location_10","Leiopotherapon unicolor","AvgN",0.00892857142857143,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 10/","2017","Sandy","Transect 5","Location 10",50,268549,89.51633333,23,0.207011788,"no",NA,"high","high","medium","medium",NA,NA,NA,0.0133928571428571
"174",7695,"2017_Sandy_Billabong_2017_Transect_5_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 2/","2017","Sandy","Transect 5","Location 2",50,276069,92.023,24,0.701167413,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"175",7735,"2017_Sandy_Billabong_2017_Transect_5_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 3/","2017","Sandy","Transect 5","Location 3",47.95204795,310399,107.885208,27,0.428545009,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"176",7775,"2017_Sandy_Billabong_2017_Transect_5_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 4/","2017","Sandy","Transect 5","Location 4",50,278226,92.742,24,0.253002173,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"177",7815,"2017_Sandy_Billabong_2017_Transect_5_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 5/","2017","Sandy","Transect 5","Location 5",50,288306,96.102,25,0.063540976,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"178",7855,"2017_Sandy_Billabong_2017_Transect_5_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 6/","2017","Sandy","Transect 5","Location 6",50,280280,93.42666667,24,0.388260574,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"179",7895,"2017_Sandy_Billabong_2017_Transect_5_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 7/","2017","Sandy","Transect 5","Location 7",50,289857,96.619,25,0.494097288,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"180",7935,"2017_Sandy_Billabong_2017_Transect_5_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 8/","2017","Sandy","Transect 5","Location 8",50,291070,97.02333333,25,0.686203563,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"181",7975,"2017_Sandy_Billabong_2017_Transect_5_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 5_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 5/Location 9/","2017","Sandy","Transect 5","Location 9",50,247898,82.63266667,21,0.039446551,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"182",8015,"2017_Sandy_Billabong_2017_Transect_6_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 1/","2017","Sandy","Transect 6","Location 1",50,298881,99.627,25,0.306563394,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"183",8055,"2017_Sandy_Billabong_2017_Transect_6_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 10/","2017","Sandy","Transect 6","Location 10",50,290765,96.92166667,25,0.169733454,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"184",8095,"2017_Sandy_Billabong_2017_Transect_6_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 2/","2017","Sandy","Transect 6","Location 2",50,282497,94.16566667,24,0.049105887,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"185",8135,"2017_Sandy_Billabong_2017_Transect_6_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 3/","2017","Sandy","Transect 6","Location 3",50,264687,88.229,23,0.117863216,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"186",8175,"2017_Sandy_Billabong_2017_Transect_6_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 4/","2017","Sandy","Transect 6","Location 4",50,270804,90.268,23,0.383510291,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"187",8215,"2017_Sandy_Billabong_2017_Transect_6_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 5/","2017","Sandy","Transect 6","Location 5",50,293564,97.85466667,25,0.364549044,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"188",8255,"2017_Sandy_Billabong_2017_Transect_6_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 6/","2017","Sandy","Transect 6","Location 6",50,280481,93.49366667,24,0.547252063,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"189",8295,"2017_Sandy_Billabong_2017_Transect_6_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 7/","2017","Sandy","Transect 6","Location 7",50,274863,91.621,23,0.306138556,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"190",8335,"2017_Sandy_Billabong_2017_Transect_6_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 8/","2017","Sandy","Transect 6","Location 8",50,294571,98.19033333,25,0.013713721,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"191",8375,"2017_Sandy_Billabong_2017_Transect_6_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 6_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 6/Location 9/","2017","Sandy","Transect 6","Location 9",50,283493,94.49766667,24,0.337938567,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"192",8415,"2018_Mudginberri_Billabong_2018_Transect_1_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 1/","2018","Mudginberri","Transect 1","Location 1",50,226728,75.576,19,0.817644932,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"193",8455,"2018_Mudginberri_Billabong_2018_Transect_1_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 10/","2018","Mudginberri","Transect 1","Location 10",50,209987,69.99566667,18,0.408426888,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"194",8535,"2018_Mudginberri_Billabong_2018_Transect_1_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 4/","2018","Mudginberri","Transect 1","Location 4",50,234506,78.16866667,20,0.734396899,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"195",8575,"2018_Mudginberri_Billabong_2018_Transect_1_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 5/","2018","Mudginberri","Transect 1","Location 5",50,238715,79.57166667,20,0.525745209,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"196",8615,"2018_Mudginberri_Billabong_2018_Transect_1_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 6/","2018","Mudginberri","Transect 1","Location 6",50,246231,82.077,21,0.395530845,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"197",8655,"2018_Mudginberri_Billabong_2018_Transect_1_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 7/","2018","Mudginberri","Transect 1","Location 7",50,213345,71.115,18,0.525541164,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"198",8695,"2018_Mudginberri_Billabong_2018_Transect_1_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 1_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 1/Location 9/","2018","Mudginberri","Transect 1","Location 9",50,218156,72.71866667,19,0.401140846,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"199",8735,"2018_Mudginberri_Billabong_2018_Transect_2_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 1/","2018","Mudginberri","Transect 2","Location 1",50,228684,76.228,20,0.63711225,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"200",8775,"2018_Mudginberri_Billabong_2018_Transect_2_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 10/","2018","Mudginberri","Transect 2","Location 10",50,221815,73.93833333,19,0.833184498,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"201",8815,"2018_Mudginberri_Billabong_2018_Transect_2_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 2/","2018","Mudginberri","Transect 2","Location 2",47.95204795,267743,93.05928576,24,0.043722898,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"202",8855,"2018_Mudginberri_Billabong_2018_Transect_2_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 4/","2018","Mudginberri","Transect 2","Location 4",50,214246,71.41533333,18,0.044445386,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"203",8895,"2018_Mudginberri_Billabong_2018_Transect_2_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 5/","2018","Mudginberri","Transect 2","Location 5",50,218907,72.969,19,0.66260476,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"204",8975,"2018_Mudginberri_Billabong_2018_Transect_2_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 8/","2018","Mudginberri","Transect 2","Location 8",50,202160,67.38666667,17,0.472875259,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"205",9015,"2018_Mudginberri_Billabong_2018_Transect_2_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 2_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 2/Location 9/","2018","Mudginberri","Transect 2","Location 9",50,205571,68.52366667,18,0.245039172,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"206",9055,"2018_Mudginberri_Billabong_2018_Transect_3_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 1/","2018","Mudginberri","Transect 3","Location 1",50,233697,77.899,20,0.354523016,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"207",9095,"2018_Mudginberri_Billabong_2018_Transect_3_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 10/","2018","Mudginberri","Transect 3","Location 10",50,206423,68.80766667,18,0.793425077,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"208",9135,"2018_Mudginberri_Billabong_2018_Transect_3_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 2/","2018","Mudginberri","Transect 3","Location 2",50,210335,70.11166667,18,0.166402972,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"209",9175,"2018_Mudginberri_Billabong_2018_Transect_3_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 3/","2018","Mudginberri","Transect 3","Location 3",50,213441,71.147,18,0.795891549,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"210",9215,"2018_Mudginberri_Billabong_2018_Transect_3_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 4/","2018","Mudginberri","Transect 3","Location 4",50,215848,71.94933333,18,0.756001586,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"211",9295,"2018_Mudginberri_Billabong_2018_Transect_3_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 6/","2018","Mudginberri","Transect 3","Location 6",50,210333,70.111,18,0.714589332,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"212",9335,"2018_Mudginberri_Billabong_2018_Transect_3_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 8/","2018","Mudginberri","Transect 3","Location 8",50,227931,75.977,19,0.294558418,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"213",9375,"2018_Mudginberri_Billabong_2018_Transect_3_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 3_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 3/Location 9/","2018","Mudginberri","Transect 3","Location 9",47.95204795,275831,95.87042743,24,0.782203192,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"214",9415,"2018_Mudginberri_Billabong_2018_Transect_4_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 1/","2018","Mudginberri","Transect 4","Location 1",50,227478,75.826,19,0.470429549,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"215",9455,"2018_Mudginberri_Billabong_2018_Transect_4_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 10/","2018","Mudginberri","Transect 4","Location 10",50,199105,66.36833333,17,0.233562227,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"216",9495,"2018_Mudginberri_Billabong_2018_Transect_4_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 2/","2018","Mudginberri","Transect 4","Location 2",50,207829,69.27633333,18,0.873138547,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"217",9575,"2018_Mudginberri_Billabong_2018_Transect_4_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 4/","2018","Mudginberri","Transect 4","Location 4",50,220264,73.42133333,19,0.460545542,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"218",9615,"2018_Mudginberri_Billabong_2018_Transect_4_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 5/","2018","Mudginberri","Transect 4","Location 5",50,224475,74.825,19,0.494768001,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"219",9655,"2018_Mudginberri_Billabong_2018_Transect_4_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 6/","2018","Mudginberri","Transect 4","Location 6",50,235248,78.416,20,0.366839235,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"220",9695,"2018_Mudginberri_Billabong_2018_Transect_4_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2018_Mudginberri Billabong 2018_Transect 4_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2018/Mudginberri Billabong 2018/Transect 4/Location 7/","2018","Mudginberri","Transect 4","Location 7",50,230039,76.67966667,20,0.341359234,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
